	round	batch	sent_id	sentence	disagree	neutral	agree	label
23	0	0	t23	The covid spike protein is what's causing deadly blood clots and it's in all the covid vaccines (by design).	0.9994885738468342	0.00035177289719352285	0.00015965325597224681	disagree
24	0	0	t24	This vaccine protects you from getting ill with Covid.	0.005506949783913319	0.026677989095457023	0.9678150611206296	agree
25	0	0	t25	The CEO of drugmaker Pfizer has claimed the company 'didn't conspire with anyone' to delay releasing efficacy results for its COVID-19 vaccine until after the U.S. presidential election.	0.0027358260967622894	0.9966382301902478	0.0006259437129899894	neutral
26	0	0	t26	The first nine groups should have received Covid vaccines before May 6.	0.020462073781012627	0.11749345142014478	0.8620444747988426	agree
27	0	0	t27	Its COVID-19 vaccine was effective against coronavirus and the new U.K. strain, though not the South African variant.	0.0049235614420613544	0.02549895885548072	0.9695774797024579	agree
28	0	0	t28	A Covid-19 vaccine will be ready before the presidential election in November.	0.006977683597949424	0.9851379714166756	0.007884344985375073	neutral
29	0	0	t29	Her neighbors registered for the COVID-19 vaccine.	0.0069465320103868815	0.9853849150887011	0.007668552900912132	neutral
30	0	0	t30	A 17-year-old student developed symptoms of a heart condition about one week after his first dose of Pfizer's COVID vaccine and was subsequently diagnosed with a heart condition.	0.9995198352408875	0.0001952428757494617	0.0002849218833631206	disagree
31	0	0	t31	The district will use the the COVID-19 vaccine and the uncertainty as to when teachers will receive it as a new goal post to push back a return to in-person learning.	0.0071100727091955515	0.9851267022798178	0.007763225010986625	neutral
32	0	0	t32	NHS staff, newly trained recruits and frontline volunteers will administer the jabs The Pfizer vaccine is expected to give immunity to Covid-19 for up to six months.	0.010858194787079002	0.01721446601855404	0.971927339194367	agree
33	0	0	t33	How well the vaccine works in kids younger than 16 or whether it can prevent long-term health effects of COVID-19.	0.975799258828911	0.02344526679081734	0.0007554743802715445	disagree
34	0	0	t34	They'd be more likely to get the Covid-19 vaccine if Dr. Fauci was inoculated first.	0.9743805688156342	0.02483307948241797	0.0007863517019478983	disagree
35	0	0	t35	They'd put faith in a Covid vaccine if some Hollywood stars and media figures received shots first.	0.9924741328465485	0.004343243475009304	0.003182623678442069	disagree
36	0	0	t36	Neil Ferguson has said high infection rates and the UK's mass vaccine rollout could see herd immunity against the coronavirus achieved before the end of the year, meaning a return to normal by autumn.	0.9879332767569575	0.008314070625984946	0.0037526526170575288	disagree
37	0	0	t37	Its COVID-19 vaccine provided strong protection among adults of all ages in a long-anticipated U.S. study, a finding that could help rebuild public confidence in the shot around the world and move it a step closer to clearance in the U.S.  	0.005471503988257451	0.026009820821260302	0.9685186751904823	agree
38	0	0	t38	While we plan to run tests to confirm the activity of the vaccine against any strain, the broad range of potential neutralizing antibodies made possible by the Moderna Covid-19 Vaccine provide confidence that our vaccine will also be effective at inducing neutralizing antibodies against them.	0.005133503966119107	0.02538852693876044	0.9694779690951205	agree
39	0	0	t39	People who received the Pfizer vaccine had very high levels of antibodies to the virus in their systems, suggesting they are unlikely to become carriers that could spread COVID-19.	0.003955405315059086	0.013092911770590313	0.9829516829143506	agree
40	0	0	t40	Clinical examination and lab results have determined the COVID-19 vaccine has been ruled out as a contributing factor in the individual's death.	0.0019155834487109191	0.0022546063925276607	0.9958298101587615	agree
41	0	0	t41	Frustration over a limited number of vaccine appointments has resulted in a 20,000-person waiting list for the county's COVID-19 vaccine clinics.	0.02067151842907664	0.97803189959487	0.001296581976053336	neutral
42	0	0	t42	COVID-19 vaccines should not be withheld from pregnant individuals.	0.0053366072822759085	0.02523404115316824	0.9694293515645558	agree
43	0	0	t43	Why some vaccine-hesitant Americans decided to get the Covid-19 shotÉ  Couple who hesitated on vaccination share story of having Covid-19.	0.01312745856707337	0.937796879401416	0.04907566203151052	neutral
44	0	0	t44	It would be 'tragic if someone died because of unnecessary conspiracy bulls.	0.06629853884067903	0.002951863077757505	0.9307495980815634	agree
45	0	0	t45	Early they would not allow anyone to criticize this vaccine and anyone who did would be kicked off their platforms right away.	0.9997342022051259	0.00014515975237566322	0.00012063804249843941	disagree
46	0	0	t46	You should still get a COVID-19 vaccine.	0.003962959468763674	0.0012127625975458642	0.9948242779336904	agree
47	0	0	t47	Couple dies of COVID after refusing to take vaccine because they distrusted government after 40-year Tuskegee Syphilis Experiment on black men.	0.9957739073329346	0.003826827213295171	0.00039926545377020446	disagree
48	0	0	t48	COVID vaccine should be MANDATORY in the NBA.	0.004317793006289655	0.0011882697597806902	0.9944939372339296	agree
49	0	0	t49	How these drugs interact with the COVID-19 vaccine.	0.9922274796214544	0.004595675661624575	0.0031768447169210033	disagree
50	0	0	t50	She believes much of the needle anxiety about the COVID-19 vaccine is related to unfounded myths about the vaccination, such as that the injection implants a government-monitored microchip into your arm.	0.9994658721412246	0.00036959251954480667	0.00016453533923044172	disagree
51	0	0	t51	The world should suspend the use of the mRNA COVID-19 vaccine represented by Pfizer, as this new technology has not proven safety in large-scale use or in preventing any infectious diseases.	0.9995261061532792	0.0001982187149051913	0.00027567513181570166	disagree
52	0	0	t52	She hoped for a vaccine against the new coronavirus before the autumn.	0.013199821676184212	0.9377891635904894	0.04901101473332649	neutral
53	0	0	t53	I absolutely would be open to taking the vaccine,' said White House press secretary Kayleigh McEnany, 'who has already had the coronavirus'.	0.006573553344088735	0.9318547043231993	0.06157174233271209	neutral
54	0	0	t54	This transfer was in response to my insistence that the government invest the billions of dollars allocated by Congress to address the COVID-19 pandemic into safe and scientifically vetted solutions, and not in drugs, vaccines and other technologies that lack scientific merit.	0.9956088558277669	0.003997616150370943	0.0003935280218621082	disagree
55	0	0	t55	Having had covid does not make you approximately as unlikely to transmit it as having been vaccinated.	0.02101842668376797	0.9777022612239832	0.0012793120922489382	neutral
56	0	0	t56	Lockdown must not be lifted too soon or an uncontrollable third wave of Covid could begin and kill thousands more people, smashing through efforts to protect the country with vaccines.	0.043107638511576236	0.9552234592871951	0.0016689022012288755	neutral
57	0	0	t57	It to run rampant , comparing Covid to flu and publicly spreading anti-vaccine myths, hampering the country's pandemic response.	0.021346293443562182	0.9774015624346358	0.0012521441218019513	neutral
58	0	0	t58	More than 123 million people, or about 37 % of the U.S. population, have received at least one dose of a COVID-19 vaccine and Dr. Scott Gottlieb, who was FDA commissioner from 2017 to 2019.	0.002668124646853028	0.9913364034828882	0.005995471870258828	neutral
59	0	0	t59	FDA may issue emergency use authorizations for some coronavirus vaccines that work in certain populations.	0.007123666338486469	0.9846463598862856	0.008229973775227991	neutral
60	0	0	t60	Only 55% of Americans say they are likely to take a Covid-19 vaccine if it were available today.        	0.9957019788318152	0.003920709388066768	0.00037731178011797816	disagree
61	0	0	t61	Media reports said Amazon has offered to help the Biden administration with Covid vaccine distribution.	0.006894802304600579	0.9848988011566363	0.008206396538763015	neutral
62	0	0	t62	Having a one-dose vaccine will speed efforts to immunize the world against COVID-19, especially given the recent infection spikes in Europe driven by worrying new variants.	0.01403210639480925	0.9392463262407994	0.046721567364391405	neutral
63	0	0	t63	The Trump administration had no plan for distributing a vaccine for coronavirus.	0.9976551789656929	0.0020393982232568366	0.0003054228110502727	disagree
64	0	0	t64	Their first shot of the COVID vaccine at city-run sites.	0.99275500352505	0.004181448510974397	0.00306354796397555	disagree
65	0	0	t65	The US is n't even halfway through the coronavirus pandemic as he says a vaccine could be two years away.	0.01956141219522267	0.9792198309296852	0.0012187568750922121	neutral
66	0	0	t66	She has had the Covid-19 vaccine early.	0.006552905136258643	0.9855326305546198	0.00791446430912152	neutral
67	0	0	t67	I'm hoping for a Covid-19 vaccine to be available to healthcare providers some time in December.	0.0056763600958141406	0.9529865810858393	0.041337058818346595	neutral
68	0	0	t68	That could help it evade vaccines.	0.9977449850144304	0.0019490614074388836	0.00030595357813061085	disagree
69	0	0	t69	It's is in discussions with the FDA and other regulators about the link between its COVID-19 vaccine and Guillain-BarrÃ© syndrome.	0.9994502022463314	0.00037804470976305336	0.00017175304390546923	disagree
70	0	0	t70	He is 'incredibly worried ' about a new South African variant of coronavirus that experts fear might not be caught by the current crop of vaccines.	0.997606028402993	0.002095130100783036	0.00029884149622422295	disagree
71	0	0	t71	Its vaccine was 76 per cent effective in preventing symptomatic coronavirus infections in a US trial, and that studies did not indicate higher risks of clotting.	0.0013956616975932265	0.0008408493071282859	0.9977634889952786	agree
72	0	0	t72	She had a 'tiny sense of pride' in helping to prove the jab worked The pair, who both work as journalists , received two shots of either the experimental or placebo vaccine.	0.005392645773318828	0.025814093166647827	0.9687932610600334	agree
73	0	0	t73	The FDA may carve out emergency use authorizations for some coronavirus vaccines.	0.0067354812342630055	0.9853665521197331	0.007897966646003753	neutral
74	0	0	t74	That 90 volunteers who've gotten placebo shots had come down with Covid, as compared with just 5 among those who got the vaccine.	0.009875850805640187	0.14848033279184683	0.841643816402513	agree
75	0	0	t75	It is likely people will need two doses of each vaccine to be protected against the coronavirus.	0.010523510100248433	0.017311227321371893	0.9721652625783797	agree
76	0	0	t76	Protecting older people is a key aim of a successful Covid-19 vaccine as this age group is at greater risk of severe illness from the disease.	0.0019959464173288704	0.002147763385893434	0.9958562901967778	agree
77	0	0	t77	There is a lack of data definitively proving the vaccine works for elderly people but the data they do have suggests it doesn't affect them any less than it does younger people, in whom it is proven to prevent Covid-19.	0.042346556911809365	0.9451501618724906	0.012503281215700076	neutral
78	0	0	t78	Definitely or probably won't get the COVID-19 vaccine, according to a new poll conducted by NORC Center for Public Affairs Research in collaboration with the Associated Press.	0.9975685982476654	0.002132805459400944	0.00029859629293380323	disagree
79	0	0	t79	She would not trust a vaccine for COVID-19 based solely on President Donald Trump's word.	0.9967686536817152	0.002592003807761041	0.000639342510523814	disagree
80	0	0	t80	The second COVID-19 vaccine approved for use by US regulators will reach healthcare providers as soon as Monday to begin vaccinating Americans against the deadly virus.	0.004070145769224353	0.0012305918947773256	0.9946992623359984	agree
81	0	0	t81	Projections for cigarette smoking in 2021 would depend on the success of the COVID-19 vaccine rollout, and behavioral shifts among vaccinated individuals.	0.0027110804405276446	0.9965696093711872	0.0007193101882851482	neutral
82	0	0	t82	The Pfizer and Moderna Covid-19 vaccines are less effective against the variant first found in South Africa, backing up similar findings from Moderna last month.	0.995829826785335	0.0037723681471157973	0.00039780506754914736	disagree
83	0	0	t83	German newspaper Handelsblatt continued to run this this headline prominently on its website today, saying: 'Setback to coronavirus vaccine : AstraZeneca vaccine appears to hardly work on seniors'.	0.9957530315816892	0.003855651086151138	0.0003913173321596615	disagree
84	0	0	t84	The state is penalizing tens of thousands of people waiting for the COVID-19 vaccine after slashing the number of doses it sent to North Texas's two largest counties.	0.020771508187217527	0.9778765782046551	0.0013519136081273863	neutral
85	0	0	t85	If the U.S. military could be maneuvered into injecting all U.S. soldiers with a dangerous, deadly, vaccine, (actually, a nanotech weapon delivery system) as a knee-jerk reaction to the coronavirus pandemic, it could weaken U.S. military readiness at the exact moment.	0.9994612680248409	0.00036885056240515244	0.00016988141275393507	disagree
86	0	0	t86	They would not get a vaccine against coronavirus even if it were to be free and approved by the FDA.	0.9997299993121881	0.00015106824627430493	0.00011893244153761117	disagree
87	0	0	t87	They have confidence in their state government to deliver the COVID-19 vaccine to their community.	0.0065624453561838846	0.9856973645688629	0.007740190074953141	neutral
88	0	0	t88	A COVID-19 vaccine shot in the arm.	0.020761627531834456	0.11244695710207242	0.866791415366093	agree
89	0	0	t89	I could bridge that gap and show that the science we have so far on this vaccine shows the risks of getting the vaccine is lower than COVID-19.	0.0055841393950180306	0.9551326783631595	0.03928318224182228	neutral
90	0	0	t90	They use a synthetic copy of the coronavirus's genetic material.	0.0023536884579229657	0.9914554604341723	0.0061908511079047076	neutral
91	0	0	t91	Despite stock-market rally, investors are not fully convinced vaccines will tame COVID in 2021.	0.041379820035923165	0.9569089669457862	0.0017112130182907774	neutral
92	0	0	t92	He plans to get a COVID-19 vaccine when it's his turn.	0.004141499322102776	0.001237599179072789	0.9946209014988245	agree
93	0	0	t93	PIV5 might also be a good candidate for delivering a vaccine against coronaviruses in humans.	0.006887307629462597	0.9852057636967263	0.007906928673811264	neutral
94	0	0	t94	At least 100 million COVID vaccine shots.	0.006606832542551215	0.9855901253649837	0.007803042092465061	neutral
95	0	0	t95	Two thirds (66.5%) of healthcare workers intend to delay vaccination, meaning they do not intend to get the COVID vaccine when it becomes available.	0.9994860857116077	0.0003506928938771577	0.0001632213945151707	disagree
96	0	0	t96	The rare clotting experienced after the COVID-19 vaccines resembles a condition seen in patients who are treated with the blood thinner, heparin.	0.9994758203126951	0.0003609579444083545	0.00016322174289654378	disagree
97	0	0	t97	The AstraZeneca vaccine is safe and effective and that the protection it offers against COVID-19 outweighs the small risks of rare blood clots.	0.0020650512326960144	0.0022663336240179226	0.9956686151432861	agree
98	0	0	t98	A coronavirus vaccine might not be fully effective for older Americans with weakened immune systems.	0.9957229033452591	0.003871991016605046	0.00040510563813586333	disagree
99	0	0	t99	The nation's billion-dollar coronavirus vaccine effort is in its final stages and that the country's top doctors and scientists have been working around the clock since last January to come up with an effective product.	0.010671468380457131	0.017467699952980864	0.971860831666562	agree
100	0	0	t100	All COVID-19 vaccines are supported by high quality trials that are sound and conducted in an ethical manner.	0.010558802653304031	0.017761484191166927	0.971679713155529	agree
101	0	0	t101	He tried to ruin hundreds of doses of coronavirus vaccine.	0.9976502225997367	0.00204763352977382	0.0003021438704895482	disagree
102	0	0	t102	Why they are going to such desperate lengths to silence vaccine skeptics, censor doctors and scientists, and coerce as many people as possible into getting the vaccine injection.	0.9957580942505851	0.0038587171979236204	0.0003831885514913193	disagree
103	0	0	t103	Vice President Mike Pence received his coronavirus vaccine on Friday in an effort to ensure public trust in the Warp Speed product.	0.006483860445612132	0.9307687853994066	0.06274735415498138	neutral
104	0	0	t104	Its two-dose COVID-19 vaccine is 90% effective, according to a press release on Novavax's website.	0.0038966212952899573	0.013225844126271091	0.9828775345784388	agree
105	0	0	t105	The coronavirus vaccine could be ready within the first months of 2021 if proven safe, ending the pandemic.	0.006799119681076955	0.9854528521049206	0.007748028214002442	neutral
106	0	0	t106	The vaccine caught coronavirus.	0.9976540258152929	0.0020420355534069203	0.00030393863130029586	disagree
107	0	0	t107	It was concerned by information released by AstraZeneca on initial data from its Covid vaccine clinical trial.	0.9955826056298208	0.004027936434486353	0.00038945793569276135	disagree
108	0	0	t108	It had suspended the use of a batch of AstraZeneca vaccines after a 49-year-old nurse died of 'severe blood coagulation problems' days after receiving an anti-Covid shot.	0.9995061090673906	0.00020990369315525392	0.00028398723945413364	disagree
109	0	0	t109	He would not make getting the Covid-19 vaccine compulsory, when it becomes available.	0.006791871269233426	0.9850822812642207	0.008125847466545752	neutral
110	0	0	t110	We expected that a side effect like this could occur after reports of anaphylaxis were made in England after people there received the Pfizer-BioNTech COVID-19 vaccine.	0.9994720433254741	0.00035864893601480325	0.0001693077385111318	disagree
111	0	0	t111	While most children are relatively unaffected by coronavirus and are unlikely to become unwell with the infection, it is important to establish the safety and immune response to the vaccine in children and young people as some children may benefit from vaccination.	0.01053523922011055	0.017751253974986416	0.971713506804903	agree
112	0	0	t112	The way COVID vaccines are being promoted and the idea that everybody needs to be vaccinated is unscientific and suspicious.	0.9997386062046724	0.00014095835935653284	0.00012043543597105674	disagree
113	0	0	t113	They are likely to level off in a week - 10 days maybe - at a peak which is probably going to be bigger than the first wave peak of 1,000-a-day , but then should decline due the reductions in cases that we are seeing and, of course, the vaccine programme.	0.006580912407541141	0.9861070920306411	0.0073119955618177225	neutral
114	0	0	t114	He was floored for days by side effects from his second jab of the Pfizer coronavirus vaccine.	0.9994641497524966	0.0003744646897458071	0.00016138555775756816	disagree
115	0	0	t115	The jab is nearly 95 per cent effective.	0.010562982683160888	0.017313936535166878	0.9721230807816722	agree
116	0	0	t116	Whether this blood disorder is related to the Covid vaccines.	0.9957670480969231	0.0038494658058907953	0.0003834860971862393	disagree
117	0	0	t117	You can, absolutely, transmit the coronavirus after getting vaccinated, the vaccine has never been studied to prevent transmission of the virus.	0.995607627957644	0.00400668582573425	0.0003856862166218467	disagree
118	0	0	t118	There is currently no evidence of a link Italian prosecutors have opened a manslaughter investigation after a music teacher died at the weekend shortly after receiving AstraZeneca's Covid vaccine.	0.9997288539144735	0.0001489606170610571	0.00012218546846535822	disagree
119	0	0	t119	COVID-19 vaccines will be provided free to Americans, whether they have health insurance , are uninsured or are covered by government health programs such as Medicare.	0.006399895711415	0.9860432146549253	0.007556889633659681	neutral
120	0	0	t120	Covid-19 vaccines are not required by law, and individual inoculation records are private health information.	0.9976059167082361	0.0020728452096938593	0.00032123808207000374	disagree
121	0	0	t121	Priority distribution of the coronavirus vaccine, once approved, should be given to minorities.	0.9845577949299666	0.014775100725637874	0.0006671043443953862	disagree
122	0	0	t122	It would know if its vaccine was effective by October but shifted that timeline last month to say it expects to seek US authorization from the FDA in the third week of November for emergency use of the vaccine.	0.002562006571060759	0.99131107863779	0.006126914791149138	neutral
123	0	0	t123	Covid deaths recorded during the second wave are falling faster than in the first as the vaccines take effect .                        	0.005163358378243373	0.026195998387094032	0.9686406432346626	agree
124	0	0	t124	Their COVID-19 vaccine candidate was found to be more than 90% effective in preventing COVID-19, which is sparking a strong rally for the broader market amid hope that the vaccine can prompt a return of normal economic activity.	0.00141142134177427	0.0008795596674257748	0.9977090189908	agree
125	0	0	t125	The vaccine is expected to provide immunity from the coronavirus for up to two years.	0.002763211336879562	0.9908092923776822	0.006427496285438189	neutral
126	0	0	t126	Vaccine is a personal decision, after member dies of COVID.	0.9844673979713162	0.014879734517945272	0.0006528675107384949	disagree
127	0	0	t127	It was safe and provoked immune responses in all 45 healthy volunteers in an ongoing early - stage study.	0.0019928927665205237	0.002173521828505663	0.9958335854049738	agree
128	0	0	t128	The virus is able to bind to human cells stronger than the SARS coronavirus but also noted the spike proteins can be targeted in the creation of a vaccine or treatment.	0.00344312378512325	0.9848579267857565	0.011698949429120396	neutral
129	0	0	t129	Pfizer's coronavirus vaccine now 95-percent effective.	0.004071740697725068	0.013323793126955474	0.9826044661753195	agree
130	0	0	t130	They d be more inclined to take a COVID-19 vaccine if they could watch.	0.002722712940073768	0.9912089198258852	0.006068367234041029	neutral
131	0	0	t131	Pfizer's Covid-19 vaccine sales will create very strong growth in 2021, but likely weigh on growth by 2023 as competitive vaccines erode pricing and demand for Pfizer's vaccine.	0.0024937184172136484	0.9916039173679847	0.0059023642148015466	neutral
132	0	0	t132	There is still uncertainty over the effectiveness of COVID-19 vaccines on the South African variant of the virus.	0.9955776625042682	0.004009535517279271	0.0004128019784526328	disagree
133	0	0	t133	Covid survivors have three times the antibody response to a single dose of the vaccine.	0.996750691945846	0.0026095608873674386	0.0006397471667864947	disagree
134	0	0	t134	The company has removed millions of pieces of COVID-19 and vaccine misinformation and tries to combat 'vaccine hesitancy' by regularly directing users to reliable information from health authorities.	0.04462648267167328	0.9427397647116113	0.012633752616715547	neutral
135	0	0	t135	Pregnant women do not get the vaccine because there is no data as yet on the safety of Covid-19 vaccines in pregnancy.	0.9958010615081958	0.0038253552906292493	0.0003735832011748719	disagree
136	0	0	t136	The vaccine significantly reduces the risk of people testing positive for coronavirus or getting sick with Covid-19.	0.004367904644771762	0.013660977923573698	0.9819711174316545	agree
137	0	0	t137	A coronavirus vaccine could trigger an immune response that lasts for much longer than the natural protection derived from fighting off the infection.	0.005091539718076596	0.026716202413027426	0.968192257868896	agree
138	0	0	t138	The FDA did not find that the vaccine was responsible for the two cases, though it could not rule out a link either.	0.005718964142208408	0.9540886429230457	0.04019239293474575	neutral
139	0	0	t139	That 42 per cent of U.S. adults would be more likely to get the Covid-19 vaccine if Dr. Anthony Fauci went first.	0.9812165772411671	0.017495981710435517	0.0012874410483975764	disagree
140	0	0	t140	These vaccines are safe, they 're effective against Covid, they 'll protect you, they 'll protect your loved ones, and of course they'll help get society back to normal again.	0.0015461699908369745	0.0008611254598839206	0.9975927045492791	agree
141	0	0	t141	She said she tested positive and has minor, cold -like symptoms Coleman received first dose of COVID vaccine During Wednesday's attack on Capitol Hill, lawmakers were rushed to an undisclosed location and held together for their own safety.	0.021453070167958926	0.9772660996836015	0.0012808301484396555	neutral
142	0	0	t142	These guiding principles established by the Expert Vaccine Allocation Panel will ensure that the State of Texas swiftly distributes the COVID-19 vaccine to Texans who voluntarily choose to be immunized.	0.006894103192388927	0.9849844969685232	0.0081213998390879	neutral
143	0	0	t143	Oxford University 's coronavirus vaccine triggers a 'robust' immune response in the elderly.	0.0038629061771719314	0.013270288186718673	0.9828668056361094	agree
144	0	0	t144	Serious adverse events, including deaths that are unrelated to the vaccine are unfortunately likely to occur at a similar rate as they would in the general population.	0.01978999960091132	0.9789669362211929	0.0012430641778957614	neutral
145	0	0	t145	A coronavirus vaccine would not trigger an immune reaction against this protein.	0.003292626965782608	0.9857811378308373	0.010926235203380017	neutral
146	0	0	t146	Data from Phase 2 clinical trials showed that a single booster shot of its COVID vaccine in people who are already vaccinated is efficacious against the original coronavirus strain and the variants first detected in South Africa and Brazil.	0.004060941028928723	0.013517189808124701	0.9824218691629466	agree
147	0	0	t147	Its coronavirus vaccine candidate being developed with the University of Oxford can reach efficacy of around 90% , adding to a list of drugmakers, including Pfizer-BioNTech BNTX , +10.37 % and Moderna MRNA , +6.34 % , racing to advance a viable vaccine.	0.00418348446902113	0.013040590518897673	0.9827759250120813	agree
148	0	0	t148	They would not get a COVID-19 vaccine.	0.9976958328965055	0.0019944626597710566	0.00030970444372340405	disagree
149	0	0	t149	Vaccines for measles are safe, suggesting that people are doubtful about a rushed vaccine for COVID-19.	0.019881447218781847	0.9788249992556731	0.0012935535255451586	neutral
150	0	0	t150	They had varying levels of confidence in a coronavirus vaccine and expressed degrees of hesitation about whether they would get one During interviews with CBS News.	0.9966714992158568	0.0026774691501544154	0.0006510316339886854	disagree
151	0	0	t151	Had yet to have their first dose of Covid-19 vaccine at the start of this week.	0.0029558161198793014	0.9963261079662251	0.000718075913895484	neutral
152	0	0	t152	The U.S. will have enough COVID-19 vaccine by the end of the summer to inoculate 300 million Americans.	0.0025984973731498807	0.9912241255010672	0.006177377125782967	neutral
153	0	0	t153	Severe allergies should be added to the possible side effects of AstraZeneca's coronavirus vaccine.	0.9967710827058784	0.00047406579829809085	0.0027548514958235073	disagree
154	0	0	t154	It supports waiving patent protections for the Covid-19 vaccines as a way to expand worldwide production, a significant blow to drugmakers who have staunchly resisted encroachments on their lucrative intellectual property.	0.002429845893206193	0.991700835363513	0.005869318743280932	neutral
155	0	0	t155	Mixing Pfizer and AstraZeneca COVID-19 vaccines increases mild side effects but is safe, study shows.	0.001423338910423361	0.0009064419778840713	0.9976702191116926	agree
156	0	0	t156	You are soon going to be forced to submit to inoculation with an experimental gene-altering injection that really is not a vaccine regardless of whether you already have antibodies against COVID-19 or not.	0.9981522665163098	0.0003777340791021264	0.0014699994045881003	disagree
157	0	0	t157	All nations should work together to develop and ensure fair access to a Covid-19 vaccine because 'no -one is safe until everyone is safe'.	0.0014059310230538661	0.0008639102851098009	0.9977301586918363	agree
158	0	0	t158	Covering every manifestation of Covid disease would require trials so large, that run for such long times, that they are very likely to be impossible to run and fund, and would delay the data so long that we'd be living without any vaccine-mediated intervention for years to come.	0.08029575830940665	0.05108534518982639	0.868618896500767	agree
159	0	0	t159	Its expert panel is not prohibited from recommending unlicensed shots for use and that currently authorized Covid-19 vaccines are included in its schedule, a federally-recommended series of shots.	0.9976752920824382	0.0020149606732689667	0.00030974724429279154	disagree
160	0	0	t160	The benefits of the COVID-19 vaccine still outweigh the risks of possible side effects.	0.003910541594251802	0.001232451646088391	0.9948570067596598	agree
161	0	0	t161	The vaccine is about 66% effective overall at preventing moderate to severe COVID-19, paving the way for the U.S. Food and Drug Administration to grant emergency use authorization within the week.	0.0055058723249997955	0.025861248959096035	0.9686328787159042	agree
162	0	0	t162	Russia has won the global race to be the first country to produce and officially register an effective vaccine against the COVID-19 coronavirus.	0.002419700291746407	0.991714255013009	0.0058660446952445155	neutral
163	0	0	t163	It injects a damaged version of the coronavirus itself into the body.	0.9976719448924002	0.0020171919741409808	0.0003108631334588533	disagree
